Datetime,Open,High,Low,Close,Adj Close,Volume
2025-05-19 02:00:00+00:00,105045.6875,105149.5625,104613.4375,104639.4375,104639.4375,160866304
2025-05-19 03:00:00+00:00,104636.046875,104636.046875,103606.625,103606.625,103606.625,1668349952
2025-05-19 04:00:00+00:00,103610.1796875,103705.09375,102838.0234375,102977.1484375,102977.1484375,1704247296
2025-05-19 05:00:00+00:00,103013.1328125,103086.9375,102674.328125,103023.0625,103023.0625,2047303680
2025-05-19 06:00:00+00:00,103045.96875,103153.6640625,102112.6875,102267.296875,102267.296875,1694982144
2025-05-19 07:00:00+00:00,102230.015625,103330.0234375,102230.015625,103232.515625,103232.515625,1391636480
2025-05-19 08:00:00+00:00,103244.25,103341.0390625,102980.3125,103191.4453125,103191.4453125,80990208
2025-05-19 09:00:00+00:00,103222.421875,103301.9921875,103037.078125,103081.265625,103081.265625,467869696
2025-05-19 10:00:00+00:00,103091.453125,103091.453125,102892.4921875,102973.375,102973.375,397262848
2025-05-19 11:00:00+00:00,102958.7421875,103055.6640625,102830.8203125,102980.1953125,102980.1953125,275591168
2025-05-19 12:00:00+00:00,102992.2109375,102992.2109375,102179.6171875,102406.9765625,102406.9765625,791859200
2025-05-19 13:00:00+00:00,102522.375,103505.59375,102354.0078125,103407.671875,103407.671875,1555410944
2025-05-19 14:00:00+00:00,103334.421875,104320.1328125,103254.625,104290.453125,104290.453125,0
2025-05-19 15:00:00+00:00,104323.34375,104933.6640625,104323.34375,104832.3203125,104832.3203125,0
2025-05-19 16:00:00+00:00,104872.8125,105357.7265625,104542.2109375,105357.7265625,105357.7265625,0
2025-05-19 17:00:00+00:00,105362.453125,105532.140625,104975.9765625,105401.8515625,105401.8515625,1622589440
2025-05-19 18:00:00+00:00,105378.578125,105556.34375,104735.4453125,104755.359375,104755.359375,0
2025-05-19 19:00:00+00:00,104766.5859375,105567.3125,104694.828125,105494.4296875,105494.4296875,948080640
2025-05-19 20:00:00+00:00,105536.28125,105782.90625,105356.953125,105450.171875,105450.171875,0
2025-05-19 21:00:00+00:00,105459.4765625,105482.0859375,105064.5859375,105480.546875,105480.546875,0
2025-05-19 22:00:00+00:00,105450.6640625,105625.4296875,105237.0078125,105572.0390625,105572.0390625,0
2025-05-19 23:00:00+00:00,105561.828125,105806.84375,105487.734375,105610.984375,105610.984375,0
2025-05-20 00:00:00+00:00,105619.671875,106481.71875,105619.671875,105731.234375,105731.234375,0
2025-05-20 01:00:00+00:00,105748.4140625,106759.2890625,105748.4140625,106639.9375,106639.9375,176107520
2025-05-20 02:00:00+00:00,106483.2265625,106793.4296875,106042.1484375,106082.28125,106082.28125,0
2025-05-20 03:00:00+00:00,106099.6953125,106151.9375,105546.921875,105751.53125,105751.53125,581353472
2025-05-20 04:00:00+00:00,105761.4140625,106209.6328125,105561.78125,106209.6328125,106209.6328125,0
2025-05-20 05:00:00+00:00,106203.6171875,106415.203125,106108.6171875,106140.921875,106140.921875,0
2025-05-20 06:00:00+00:00,106134.5390625,106198.40625,105444.3515625,105543.2734375,105543.2734375,0
2025-05-20 07:00:00+00:00,105485.5234375,105710.609375,104987.2734375,105084.9453125,105084.9453125,0
2025-05-20 08:00:00+00:00,105038.5390625,105227.3515625,104929.625,105193.5703125,105193.5703125,0
2025-05-20 09:00:00+00:00,105214.53125,105388.0703125,105214.53125,105302.234375,105302.234375,0
2025-05-20 10:00:00+00:00,105305.3203125,105392.453125,105050.09375,105062.7734375,105062.7734375,773152768
2025-05-20 11:00:00+00:00,105053.46875,105358.0078125,104929.9140625,105222.5078125,105222.5078125,0
2025-05-20 12:00:00+00:00,105214.1796875,105215.875,104683.25,104814.046875,104814.046875,69763072
2025-05-20 13:00:00+00:00,104809.375,104853.453125,104206.515625,104472.1484375,104472.1484375,0
2025-05-20 14:00:00+00:00,104459.1953125,104980.390625,104333.34375,104564.7109375,104564.7109375,0
2025-05-20 15:00:00+00:00,104560.609375,105399.671875,104560.609375,105382.1796875,105382.1796875,0
2025-05-20 16:00:00+00:00,105364.25,105501.5703125,105150.828125,105231.078125,105231.078125,0
2025-05-20 17:00:00+00:00,105228.703125,106332.6953125,105228.703125,106229.7265625,106229.7265625,308580352
2025-05-20 18:00:00+00:00,106231.609375,106434.1953125,105362.578125,105362.578125,105362.578125,0
2025-05-20 19:00:00+00:00,105307.1875,107239.5625,105307.1875,107051.0859375,107051.0859375,2798727168
2025-05-20 20:00:00+00:00,107051.265625,107264.3203125,106474.8984375,106928.625,106928.625,1275633664
2025-05-20 21:00:00+00:00,106955.109375,107193.234375,106207.0625,106693.2890625,106693.2890625,743366656
2025-05-20 22:00:00+00:00,106664.4453125,106872.8515625,106003.8828125,106825.125,106825.125,0
2025-05-20 23:00:00+00:00,106797.3203125,107170.015625,106687.6328125,106767.015625,106767.015625,0
2025-05-21 00:00:00+00:00,106853.828125,107194.78125,106547.84375,106765.203125,106765.203125,317521920
2025-05-21 01:00:00+00:00,106752.796875,107038.171875,106534.5390625,106534.5390625,106534.5390625,14574854144
2025-05-21 02:00:00+00:00,106523.8359375,106917.6796875,106259.4765625,106899.9375,106899.9375,0
2025-05-21 03:00:00+00:00,106891.984375,107118.1328125,106817.046875,106904.7265625,106904.7265625,0
2025-05-21 04:00:00+00:00,106871.2890625,107655.421875,106776.546875,107400.0703125,107400.0703125,0
2025-05-21 05:00:00+00:00,107348.40625,107711.4375,107339.0234375,107633.640625,107633.640625,2250719232
2025-05-21 06:00:00+00:00,107589.40625,107994.7265625,107370.0234375,107842.640625,107842.640625,1888636928
2025-05-21 07:00:00+00:00,107813.71875,107850.734375,106547.765625,106600.3515625,106600.3515625,447864832
2025-05-21 08:00:00+00:00,106536.3359375,106791.28125,106407.3125,106423.5234375,106423.5234375,756428800
2025-05-21 09:00:00+00:00,106417.515625,106512.078125,106141.8671875,106228.015625,106228.015625,0
2025-05-21 10:00:00+00:00,106233.625,106441.7734375,106174.4765625,106362.1484375,106362.1484375,787132416
2025-05-21 11:00:00+00:00,106358.984375,106702.0078125,106294.9609375,106571.1875,106571.1875,179015680
2025-05-21 12:00:00+00:00,106580.9453125,106900.4375,106465.0859375,106539.84375,106539.84375,147578880
2025-05-21 13:00:00+00:00,106524.7265625,107566.9453125,106385.5078125,107465.3984375,107465.3984375,0
2025-05-21 14:00:00+00:00,107283.203125,108905.28125,107098.875,108884.9921875,108884.9921875,3225890816
2025-05-21 15:00:00+00:00,108975.9296875,109468.1015625,108468.828125,109026.0390625,109026.0390625,5483393024
2025-05-21 16:00:00+00:00,109032.09375,109721.9453125,108768.5078125,109274.6953125,109274.6953125,3300405248
2025-05-21 17:00:00+00:00,109283.4765625,109317.5703125,106246.859375,106395.4765625,106395.4765625,2791084032
2025-05-21 18:00:00+00:00,106599.0234375,107450.2265625,106436.65625,107047.7734375,107047.7734375,5032607744
2025-05-21 19:00:00+00:00,107007.2578125,108799.6328125,106684.2421875,108799.6328125,108799.6328125,0
2025-05-21 20:00:00+00:00,108682.5625,108682.5625,107802.4921875,108218.2265625,108218.2265625,1275715584
2025-05-21 21:00:00+00:00,108181.3125,108580.8828125,108076.796875,108494.3125,108494.3125,0
2025-05-21 22:00:00+00:00,108472.953125,108990.4609375,108346.3203125,108804.2734375,108804.2734375,1331298304
2025-05-21 23:00:00+00:00,108798.546875,110601.0234375,108780.2578125,109622.03125,109622.03125,2952241152
2025-05-22 00:00:00+00:00,109666.359375,110001.734375,109316.8671875,109864.109375,109864.109375,3845390336
2025-05-22 01:00:00+00:00,109916.9375,110505.7578125,109707.625,109893.359375,109893.359375,3080208384
2025-05-22 02:00:00+00:00,109926.0546875,110932.359375,109926.0546875,110505.9609375,110505.9609375,764149760
2025-05-22 03:00:00+00:00,110481.1953125,111818.671875,110369.5546875,111804.109375,111804.109375,2611945472
2025-05-22 04:00:00+00:00,111746.1171875,111746.1171875,111271.59375,111487.7578125,111487.7578125,2222194688
2025-05-22 05:00:00+00:00,111492.2265625,111585.1953125,110906.140625,110906.140625,110906.140625,0
2025-05-22 06:00:00+00:00,110828.734375,111143.3046875,110493.828125,110499.0078125,110499.0078125,1648328704
2025-05-22 07:00:00+00:00,110546.9140625,111099.515625,110518.890625,111099.515625,111099.515625,0
2025-05-22 08:00:00+00:00,111052.40625,111118.8515625,110391.59375,110425.0546875,110425.0546875,229163008
2025-05-22 09:00:00+00:00,110402.609375,110781.5859375,110293.1171875,110781.5859375,110781.5859375,1390141440
2025-05-22 10:00:00+00:00,110794.5234375,110904.5078125,110625.4140625,110772.421875,110772.421875,15073280
2025-05-22 11:00:00+00:00,110793.2578125,111254.65625,110497.328125,111036.171875,111036.171875,0
2025-05-22 12:00:00+00:00,110986.5625,111567.078125,110837.5390625,111555.640625,111555.640625,2231558144
2025-05-22 13:00:00+00:00,111551.5859375,111551.5859375,111005.4453125,111179.6796875,111179.6796875,415531008
2025-05-22 14:00:00+00:00,110915.65625,111259.6328125,110578.3046875,110731.1171875,110731.1171875,0
2025-05-22 15:00:00+00:00,110887.5078125,111494.234375,110858.125,111236.671875,111236.671875,0
2025-05-22 16:00:00+00:00,111315.7578125,111787.96875,111129.4609375,111191.9765625,111191.9765625,0
2025-05-22 17:00:00+00:00,111244.8671875,111942.875,111224.03125,111539.7109375,111539.7109375,0
2025-05-22 18:00:00+00:00,111511.0,111944.5,111410.4296875,111805.671875,111805.671875,0
2025-05-22 19:00:00+00:00,111783.3828125,111885.890625,111030.8984375,111056.421875,111056.421875,0
2025-05-22 20:00:00+00:00,111183.1171875,111364.1875,110890.140625,111068.1015625,111068.1015625,0
2025-05-22 21:00:00+00:00,111082.4375,111086.609375,110789.8359375,110910.34375,110910.34375,773611520
2025-05-22 22:00:00+00:00,110859.8046875,111259.046875,110859.8046875,111045.015625,111045.015625,0
2025-05-22 23:00:00+00:00,111045.046875,111680.96875,111045.046875,111679.4140625,111679.4140625,0
2025-05-23 00:00:00+00:00,111699.9921875,111798.90625,111424.8046875,111617.3125,111617.3125,0
2025-05-23 01:00:00+00:00,111611.96875,111691.6484375,111239.453125,111308.1640625,111308.1640625,0
2025-05-23 02:00:00+00:00,111305.8671875,111589.7265625,111206.1875,111228.2265625,111228.2265625,0
2025-05-23 03:00:00+00:00,111225.3828125,111350.53125,111025.4609375,111129.171875,111129.171875,0
2025-05-23 04:00:00+00:00,111118.609375,111173.703125,110558.5859375,110730.6015625,110730.6015625,0
2025-05-23 05:00:00+00:00,110788.4296875,110881.3046875,110663.7109375,110828.1328125,110828.1328125,0
2025-05-23 06:00:00+00:00,110828.953125,110828.953125,110402.1328125,110514.359375,110514.359375,0
2025-05-23 07:00:00+00:00,110499.703125,110813.5078125,110477.09375,110746.8671875,110746.8671875,0
2025-05-23 08:00:00+00:00,110714.8671875,110948.453125,110685.859375,110894.7265625,110894.7265625,15360000
2025-05-23 09:00:00+00:00,110923.75,111328.46875,110896.65625,111312.859375,111312.859375,0
2025-05-23 10:00:00+00:00,111310.4296875,111310.4296875,110823.3828125,111039.0859375,111039.0859375,0
2025-05-23 11:00:00+00:00,111050.7109375,111058.6328125,109068.375,109068.375,109068.375,0
2025-05-23 12:00:00+00:00,109040.1015625,109040.1015625,107450.4921875,108533.75,108533.75,6292332544
2025-05-23 13:00:00+00:00,108413.2578125,109688.3671875,108022.28125,109665.4609375,109665.4609375,1795612672
2025-05-23 14:00:00+00:00,109763.9921875,109975.1875,109566.0703125,109755.4921875,109755.4921875,1127624704
2025-05-23 15:00:00+00:00,109742.375,109828.9296875,109075.3828125,109100.03125,109100.03125,0
2025-05-23 16:00:00+00:00,108961.1171875,109180.1640625,108100.5859375,109016.5078125,109016.5078125,942886912
2025-05-23 17:00:00+00:00,109045.2734375,109790.109375,109045.2734375,109482.5390625,109482.5390625,1439719424
2025-05-23 18:00:00+00:00,109444.7265625,109481.671875,108702.7265625,108783.625,108783.625,0
2025-05-23 19:00:00+00:00,108814.578125,109143.0859375,108677.0078125,108867.4140625,108867.4140625,0
2025-05-23 20:00:00+00:00,108718.6328125,108718.78125,108216.421875,108216.421875,108216.421875,0
2025-05-23 21:00:00+00:00,108261.40625,108625.203125,108148.1328125,108149.4765625,108149.4765625,0
2025-05-23 22:00:00+00:00,108260.6796875,108529.453125,107672.90625,107818.3984375,107818.3984375,1005424640
2025-05-23 23:00:00+00:00,107811.6171875,107849.6640625,106841.3046875,107249.296875,107249.296875,645672960
2025-05-24 00:00:00+00:00,107334.59375,107657.3515625,106924.4453125,107375.9765625,107375.9765625,0
2025-05-24 01:00:00+00:00,107390.359375,107841.375,107387.8203125,107501.8671875,107501.8671875,0
2025-05-24 02:00:00+00:00,107507.640625,107882.3125,107318.6640625,107744.6875,107744.6875,0
2025-05-24 03:00:00+00:00,107751.8359375,108310.5234375,107751.8359375,108297.6015625,108297.6015625,0
2025-05-24 04:00:00+00:00,108335.84375,108570.71875,108315.359375,108522.9453125,108522.9453125,3928064
2025-05-24 05:00:00+00:00,108511.6171875,108511.6171875,108151.1484375,108240.6640625,108240.6640625,0
2025-05-24 06:00:00+00:00,108244.703125,108328.7734375,107745.7890625,107935.0390625,107935.0390625,0
2025-05-24 07:00:00+00:00,107962.9375,108239.3125,107683.015625,107683.015625,107683.015625,0
2025-05-24 08:00:00+00:00,107615.8125,108260.2421875,107615.8125,108260.2421875,108260.2421875,0
2025-05-24 09:00:00+00:00,108254.7578125,108395.71875,108183.5390625,108207.09375,108207.09375,659398656
2025-05-24 10:00:00+00:00,108191.3515625,109235.0390625,108191.3515625,109105.75,109105.75,233512960
2025-05-24 11:00:00+00:00,109102.0546875,109444.6015625,109102.0546875,109175.640625,109175.640625,0
2025-05-24 12:00:00+00:00,109216.2265625,109246.6484375,108704.6953125,108812.921875,108812.921875,0
2025-05-24 13:00:00+00:00,108803.1640625,108884.6171875,108560.59375,108609.2734375,108609.2734375,0
2025-05-24 14:00:00+00:00,108610.5859375,109019.9296875,108605.1328125,109019.9296875,109019.9296875,0
2025-05-24 15:00:00+00:00,108973.515625,109183.03125,108856.9921875,108936.2421875,108936.2421875,0
2025-05-24 16:00:00+00:00,108947.6953125,109105.4609375,108744.75,109021.2890625,109021.2890625,0
2025-05-24 17:00:00+00:00,109042.03125,109176.7421875,108917.109375,108990.1328125,108990.1328125,0
2025-05-24 18:00:00+00:00,108936.90625,109079.2109375,108804.03125,108816.4609375,108816.4609375,0
2025-05-24 19:00:00+00:00,108825.5234375,108996.90625,108825.5234375,108977.296875,108977.296875,0
2025-05-24 20:00:00+00:00,108968.1171875,109096.2109375,108889.734375,108889.734375,108889.734375,0
2025-05-24 21:00:00+00:00,108887.921875,108895.65625,108614.6171875,108860.8984375,108860.8984375,289730560
2025-05-24 22:00:00+00:00,108823.0703125,108823.0703125,108075.8828125,108075.8828125,108075.8828125,0
2025-05-24 23:00:00+00:00,108060.0078125,108301.515625,107539.4375,107836.4765625,107836.4765625,717864960
2025-05-25 00:00:00+00:00,107789.9375,108105.921875,107357.328125,107457.78125,107457.78125,0
2025-05-25 01:00:00+00:00,107426.5859375,107990.15625,107268.296875,107694.921875,107694.921875,528945152
2025-05-25 02:00:00+00:00,107695.03125,107998.7421875,107545.21875,107990.265625,107990.265625,64524288
2025-05-25 03:00:00+00:00,107965.25,108261.5,107965.25,108152.6796875,108152.6796875,1020452864
2025-05-25 04:00:00+00:00,108136.09375,108272.546875,107975.453125,108272.546875,108272.546875,0
2025-05-25 05:00:00+00:00,108269.7890625,108272.015625,108001.4609375,108112.2421875,108112.2421875,0
2025-05-25 06:00:00+00:00,108125.7109375,108148.3359375,107756.8515625,107883.3125,107883.3125,0
2025-05-25 07:00:00+00:00,107920.53125,107920.53125,107518.0546875,107681.3203125,107681.3203125,0
2025-05-25 08:00:00+00:00,107691.1953125,107691.1953125,106960.1015625,107103.4453125,107103.4453125,98021376
2025-05-25 09:00:00+00:00,107142.5234375,107266.7109375,106784.65625,107100.859375,107100.859375,1638952960
2025-05-25 10:00:00+00:00,107126.171875,107345.65625,106952.4375,106952.4375,106952.4375,0
2025-05-25 11:00:00+00:00,106978.171875,107277.0703125,106894.953125,107272.375,107272.375,0
2025-05-25 12:00:00+00:00,107269.3828125,107587.1171875,107217.21875,107530.3515625,107530.3515625,189906944
2025-05-25 13:00:00+00:00,107490.1953125,107725.609375,107348.9453125,107624.25,107624.25,0
2025-05-25 14:00:00+00:00,107559.4375,107640.0234375,107198.40625,107362.9921875,107362.9921875,48119808
2025-05-25 15:00:00+00:00,107372.9140625,107416.609375,106862.7890625,106982.8359375,106982.8359375,1244377088
2025-05-25 16:00:00+00:00,106999.5,107199.2578125,106725.8828125,107170.703125,107170.703125,1156661248
2025-05-25 17:00:00+00:00,107185.96875,107395.28125,107154.1796875,107387.1015625,107387.1015625,0
2025-05-25 18:00:00+00:00,107378.515625,107589.6875,107327.0234375,107438.71875,107438.71875,799432704
2025-05-25 19:00:00+00:00,107445.8515625,107881.9921875,107445.8515625,107779.9375,107779.9375,0
2025-05-25 20:00:00+00:00,107738.828125,107738.828125,107486.9375,107679.390625,107679.390625,334311424
2025-05-25 21:00:00+00:00,107682.828125,107879.9609375,107214.1484375,107580.7109375,107580.7109375,283807744
2025-05-25 22:00:00+00:00,107496.90625,109163.234375,107404.4375,109163.234375,109163.234375,760942592
2025-05-25 23:00:00+00:00,109188.7421875,109313.3046875,108646.3984375,109041.421875,109041.421875,0
2025-05-26 00:00:00+00:00,109020.796875,109490.8046875,108765.6328125,109490.8046875,109490.8046875,0
2025-05-26 01:00:00+00:00,109600.53125,109840.2734375,109282.6640625,109528.625,109528.625,0
2025-05-26 02:00:00+00:00,109576.328125,109701.953125,109262.4921875,109426.265625,109426.265625,937148416
2025-05-26 03:00:00+00:00,109437.6953125,109762.765625,109330.5390625,109657.28125,109657.28125,317218816
2025-05-26 04:00:00+00:00,109666.1796875,109731.3359375,109555.71875,109588.546875,109588.546875,217997312
2025-05-26 05:00:00+00:00,109584.3203125,109713.359375,109428.6015625,109692.9609375,109692.9609375,511193088
2025-05-26 06:00:00+00:00,109680.1953125,109992.5546875,109573.5546875,109975.25,109975.25,0
2025-05-26 07:00:00+00:00,109983.8671875,110193.421875,109813.15625,110074.953125,110074.953125,1585188864
2025-05-26 08:00:00+00:00,110120.1171875,110183.578125,109663.625,109711.546875,109711.546875,0
